blue,event_lab,event_num,event_time,matchID_id,red
0,bgba,1,4.0,SHUW,0
2,bgbc,2,5.31,SHUW,0
4,bgut,3,8.83,SHUW,0
6,bgut,4,11.9,SHUW,0
8,bgut,5,13.02,SHUW,0
10,bturn,6,24.75,SHUW,0
0,rlsa,1,19.57,SIS7,0
0,bgba,2,20.33,SIS7,0
0,bpassive,3,54.4,SIS7,0
0,bhia,4,59.87,SIS7,0
0,rgba,5,61.35,SIS7,0
4,bhic4,6,65.79,SIS7,0
4,rhia,7,196.03,SIS7,0
4,bgba,8,197.11,SIS7,0
4,rda,9,250.16,SIS7,0
4,bgba,10,252.19,SIS7,0
4,rdc2,11,290.16,SIS7,2
4,rda,12,341.78,SIS7,2
4,bgba,13,343.2,SIS7,2
5,rtv1,14,360.31,SIS7,2
0,bda,1,24.77,SL8H,0
0,rgba,2,26.19,SL8H,0
0,bpassive,3,41.7,SL8H,0
0,rhia,4,69.97,SL8H,0
0,rpassive,5,74.08,SL8H,0
0,rpassive,6,107.25,SL8H,0
0,bda,7,122.68,SL8H,0
0,rgba,8,123.97,SL8H,0
1,bpushout,9,130.94,SL8H,0
1,rhia,10,192.29,SL8H,0
1,bhia,11,200.25,SL8H,0
1,bda,12,204.53,SL8H,0
1,rgba,13,206.42,SL8H,0
1,bhia,14,214.27,SL8H,0
1,rgba,15,215.88,SL8H,0
3,bhic2,16,240.4,SL8H,0
3,rhoa,17,282.72,SL8H,0
3,rda,18,286.01,SL8H,0
3,bgba,19,288.86,SL8H,0
5,bexposure,20,292.49,SL8H,0
0,rlsa,1,21.88,SN5T,0
0,bgba,2,22.91,SN5T,0
0,bhia,3,59.25,SN5T,0
0,bhoa,4,64.05,SN5T,0
0,rgba,5,64.97,SN5T,0
0,bpassive,6,72.29,SN5T,0
0,rpassive,7,72.29,SN5T,0
0,bhia,8,91.59,SN5T,0
0,rgba,9,93.05,SN5T,0
0,rta,10,99.81,SN5T,0
0,rtc4,11,100.73,SN5T,4
0,bhia,12,125.3,SN5T,4
0,blsa,13,135.19,SN5T,4
0,rgba,14,136.9,SN5T,4
0,blsa,15,227.25,SN5T,4
0,rgba,16,228.29,SN5T,4
0,rhoa,17,274.52,SN5T,4
0,rpassive,18,284.17,SN5T,4
1,rtv1,19,323.16,SN5T,4
1,rtv1,1,16.87,SP62,0
1,rhia,2,20.61,SP62,0
1,rpushout,3,22.42,SP62,1
1,btv1,4,22.42,SP62,2
1,rrecovery,5,22.42,SP62,3
1,rda,6,28.43,SP62,3
1,rda,7,59.12,SP62,3
1,bgba,8,60.53,SP62,3
1,rpushout,9,65.25,SP62,4
1,bhia,10,91.57,SP62,4
1,rgba,11,93.07,SP62,4
1,rgbc,12,94.43,SP62,6
1,btv1,13,113.59,SP62,7
1,rda,14,125.46,SP62,7
1,rdc4,15,126.76,SP62,11
0,rpassive,1,41.34,SRCO,0
0,rpassive,2,84.54,SRCO,0
0,bhia,3,96.92,SRCO,0
0,rgba,4,98.09,SRCO,0
0,rexposure,5,110.88,SRCO,2
1,brecovery,6,113.16,SRCO,2
1,bhia,7,228.85,SRCO,2
1,rpassive,8,234.89,SRCO,2
1,rhia,9,253.82,SRCO,2
2,rtv1,10,262.61,SRCO,2
2,bhia,11,267.72,SRCO,2
2,rgba,12,269.18,SRCO,2
3,rtv1,13,281.31,SRCO,2
3,rlsa,14,313.75,SRCO,2
3,bgba,15,315.18,SRCO,2
5,bgbc,16,315.91,SRCO,2
0,rda,1,1.52,ST36,0
0,rdc4,2,3.77,ST36,4
0,rda,3,8.02,ST36,4
0,rdc4,4,9.02,ST36,8
0,rleglace,5,19.1,ST36,10
0,rhoa,1,7.07,SUZH,0
0,bhia,2,9.58,SUZH,0
0,rgba,3,11.6,SUZH,0
0,rexposure,4,21.4,SUZH,2
2,bhic2,5,23.34,SUZH,2
2,bta,6,44.92,SUZH,2
2,rgba,7,48.77,SUZH,2
2,rgbc,8,50.38,SUZH,4
2,btv1,9,59.53,SUZH,5
2,bhoa,10,85.82,SUZH,5
3,bpushout,11,89.01,SUZH,5
3,rhia,12,100.58,SUZH,5
3,bgba,13,102.63,SUZH,5
3,rhoa,14,125.45,SUZH,5
3,rpushout,15,139.59,SUZH,6
3,bhia,16,162.83,SUZH,6
3,rgba,17,164.48,SUZH,6
3,bta,18,187.44,SUZH,6
7,btc4,19,189.16,SUZH,6
0,bhia,1,8.78,SY70,0
0,rgba,2,11.22,SY70,0
2,bhic2,3,19.08,SY70,0
2,bhia,4,48.65,SY70,0
2,rgba,5,50.2,SY70,0
6,bhic4,6,57.02,SY70,0
0,rgba,1,6.54,SYCP,0
0,rgba,2,26.24,SYCP,0
0,bgba,3,35.84,SYCP,0
0,rgbc,4,38.4,SYCP,2
0,rgut,5,40.95,SYCP,4
0,rhoa,6,63.88,SYCP,4
0,blsa,7,65.96,SYCP,4
0,bda,8,86.01,SYCP,4
0,rgba,9,88.06,SYCP,4
0,bhoa,10,98.54,SYCP,4
0,rgba,11,99.98,SYCP,4
1,bpushout,12,111.06,SYCP,4
1,rda,13,134.42,SYCP,4
1,bgba,14,135.84,SYCP,4
1,rdc2,15,137.75,SYCP,6
1,rgut,16,144.13,SYCP,8
1,rgut,17,154.0,SYCP,10
1,rgut,18,160.73,SYCP,12
0,rpassive,1,37.15,SZOC,0
0,bpassive,2,63.69,SZOC,0
0,bhia,3,100.16,SZOC,0
0,rgba,4,101.87,SZOC,0
1,bpushout,5,108.27,SZOC,0
1,rhia,6,128.35,SZOC,0
1,rhoa,7,192.02,SZOC,0
1,bhia,8,196.79,SZOC,0
1,rgba,9,198.41,SZOC,0
2,bpushout,10,207.6,SZOC,0
2,rhia,11,233.74,SZOC,0
2,bgba,12,235.23,SZOC,0
2,rpushout,13,260.1,SZOC,1
2,rda,14,268.7,SZOC,1
2,bgba,15,271.9,SZOC,1
2,rgba,16,273.21,SZOC,1
2,rgbc,17,274.0,SZOC,3
2,rda,18,331.74,SZOC,3
2,rdc2,19,334.97,SZOC,5
2,btv1,20,342.37,SZOC,6
2,rturn,21,345.68,SZOC,8
0,rlsa,1,5.55,T17G,0
0,bgba,2,7.37,T17G,0
0,rlsc2,3,15.98,T17G,2
0,bhia,4,112.47,T17G,2
2,bhic2,5,115.17,T17G,2
4,bleglace,6,122.32,T17G,2
6,bleglace,7,123.45,T17G,2
6,bgba,8,143.21,T17G,2
8,bgbc,9,144.79,T17G,2
10,bgut,10,161.47,T17G,2
12,bgut,11,163.8,T17G,2
0,bgba,1,10.97,TC4Y,0
2,bgbc,2,13.26,TC4Y,0
2,bgba,3,69.32,TC4Y,0
3,bpushout,4,70.83,TC4Y,0
3,bda,5,74.32,TC4Y,0
3,rhia,6,76.06,TC4Y,0
3,bgba,7,77.72,TC4Y,0
5,bexposure,8,85.8,TC4Y,0
7,bexposure,9,118.63,TC4Y,0
7,rda,10,141.92,TC4Y,0
7,blsa,11,152.68,TC4Y,0
7,rhia,12,154.99,TC4Y,0
7,rta,13,168.4,TC4Y,0
7,bgba,14,170.65,TC4Y,0
9,bgbc,15,170.65,TC4Y,0
9,rda,16,180.43,TC4Y,0
9,rpushout,17,183.1,TC4Y,1
9,rta,18,193.77,TC4Y,1
9,bgba,19,195.46,TC4Y,1
9,rda,20,213.86,TC4Y,1
9,rda,21,231.7,TC4Y,1
9,bgba,22,234.3,TC4Y,1
9,rta,23,270.61,TC4Y,1
9,bgba,24,271.77,TC4Y,1
11,bgbc,25,272.66,TC4Y,1
0,rta,1,27.0,TFPD,0
0,bgba,2,27.93,TFPD,0
2,bgbc,3,29.77,TFPD,0
2,rhoa,4,62.29,TFPD,0
2,rta,5,69.66,TFPD,0
2,rtc2,6,72.95,TFPD,2
2,rhoa,7,157.51,TFPD,2
2,rlsa,8,172.07,TFPD,2
2,bgba,9,172.75,TFPD,2
2,bhoa,10,182.72,TFPD,2
2,bhia,11,191.04,TFPD,2
2,rgba,12,192.57,TFPD,2
2,rpassive,13,211.77,TFPD,2
2,rhia,14,246.83,TFPD,2
2,bgba,15,248.68,TFPD,2
2,rhoa,16,253.64,TFPD,2
2,bgba,17,255.97,TFPD,2
2,bta,18,257.72,TFPD,2
6,btc4,19,259.88,TFPD,2
6,bpassive,20,314.71,TFPD,2
0,blsa,1,13.14,TG37,0
0,rgba,2,15.31,TG37,0
2,blsc2,3,16.54,TG37,0
4,bgut,4,20.1,TG37,0
6,bgut,5,23.65,TG37,0
6,rhia,6,32.66,TG37,0
6,bgba,7,33.95,TG37,0
8,bexposure,8,37.5,TG37,0
10,bexposure,9,42.2,TG37,0
0,bhia,1,41.18,TGCC,0
0,rpassive,2,56.5,TGCC,0
0,rhoa,3,59.61,TGCC,0
0,bgba,4,60.9,TGCC,0
2,bgbc,5,61.49,TGCC,0
2,bhoa,6,81.14,TGCC,0
2,bhia,7,93.39,TGCC,0
2,rgba,8,95.11,TGCC,0
4,bhic2,9,98.48,TGCC,0
6,rtv2,10,99.37,TGCC,0
8,bgut,11,115.83,TGCC,0
10,bgut,12,117.45,TGCC,0
2,bexposure,1,22.49,THCE,0
2,rpushout,2,24.06,THCE,1
2,rpassive,3,64.28,THCE,1
2,rpushout,4,66.65,THCE,2
2,rlsa,5,76.4,THCE,2
2,rlsc2,6,77.25,THCE,4
2,blsa,7,96.53,THCE,4
2,bgba,8,104.98,THCE,4
4,bgbc,9,105.9,THCE,4
4,bda,10,149.52,THCE,4
4,rgba,11,151.15,THCE,4
4,rhia,12,187.48,THCE,4
4,bgba,13,189.57,THCE,4
4,rpushout,14,191.45,THCE,5
4,bhoa,15,216.39,THCE,5
4,rgba,16,222.91,THCE,5
6,bhoc2,17,247.96,THCE,5
6,rhoa,18,263.03,THCE,5
6,bgba,19,272.09,THCE,5
6,bta,20,273.79,THCE,5
8,btc2,21,280.34,THCE,5
10,bturn,22,287.85,THCE,5
0,rhia,1,15.89,THGW,0
0,bgba,2,17.4,THGW,0
0,rhic2,3,24.23,THGW,2
0,rhia,4,85.71,THGW,2
0,bgba,5,87.47,THGW,2
0,rlsa,6,135.04,THGW,2
0,bhia,7,204.82,THGW,2
0,rgba,8,205.86,THGW,2
0,bpassive,9,237.97,THGW,2
0,bhia,10,257.08,THGW,2
0,rgba,11,258.51,THGW,2
0,rpassive,12,299.22,THGW,2
0,rpassive,13,301.54,THGW,2
0,bhia,14,308.18,THGW,2
0,rda,15,329.27,THGW,2
0,bgba,16,330.35,THGW,2
0,bta,17,341.19,THGW,2
4,btc4,18,342.36,THGW,2
4,rda,19,343.53,THGW,2
4,bgba,20,346.01,THGW,2
4,rta,21,348.63,THGW,2
4,bgba,22,350.65,THGW,2
0,rlsa,1,8.75,THIB,0
0,rlsc2,2,11.8,THIB,2
0,rgut,3,17.25,THIB,4
0,rgut,4,24.76,THIB,6
0,rgut,5,26.99,THIB,8
0,rgut,6,30.88,THIB,10
0,rhoa,1,24.04,TPBK,0
0,bgba,2,26.84,TPBK,0
0,bpassive,3,44.04,TPBK,0
0,rda,4,46.42,TPBK,0
0,bgba,5,47.36,TPBK,0
0,rdc2,6,54.36,TPBK,2
0,rgut,7,67.09,TPBK,4
0,rhia,8,86.49,TPBK,4
0,bgba,9,87.51,TPBK,4
0,rhic2,10,92.5,TPBK,6
0,rhoa,11,123.78,TPBK,6
0,bgba,12,125.61,TPBK,6
0,rhoc2,13,137.3,TPBK,8
0,rhia,14,185.96,TPBK,8
0,bgba,15,187.65,TPBK,8
0,bhoa,16,200.06,TPBK,8
0,rgba,17,202.13,TPBK,8
4,bhoc4,18,213.16,TPBK,8
4,bhoa,19,226.66,TPBK,8
4,rgba,20,227.96,TPBK,8
6,bhoc2,21,233.97,TPBK,8
6,rhoa,22,257.65,TPBK,8
6,bgba,23,258.56,TPBK,8
8,rtv2,24,284.25,TPBK,8
8,rhia,25,306.74,TPBK,8
8,bgba,26,307.51,TPBK,8
8,bda,27,314.37,TPBK,8
8,rgba,28,315.54,TPBK,8
12,bdc4,29,319.12,TPBK,8
0,rgba,1,27.95,TRQT,0
0,rgbc,2,30.38,TRQT,2
0,rleglace,3,41.47,TRQT,4
0,blsa,4,93.85,TRQT,4
0,rgba,5,95.91,TRQT,4
0,rda,6,141.47,TRQT,4
0,rdc2,7,144.43,TRQT,6
0,rhia,8,155.42,TRQT,6
0,bgba,9,157.05,TRQT,6
0,rhic2,10,159.4,TRQT,8
0,rlsa,11,195.18,TRQT,8
0,bgba,12,198.48,TRQT,8
0,rpushout,13,202.22,TRQT,9
0,rhia,14,225.38,TRQT,9
0,bgba,15,227.11,TRQT,9
0,rpushout,16,232.56,TRQT,10
0,blsa,1,10.76,TRZC,0
0,rgba,2,13.3,TRZC,0
0,rexposure,3,15.6,TRZC,2
0,rhia,4,81.96,TRZC,2
0,bgba,5,83.63,TRZC,2
0,rpushout,6,89.05,TRZC,3
0,blsa,7,98.91,TRZC,3
0,rgba,8,100.28,TRZC,3
0,rhia,9,167.6,TRZC,3
0,bgba,10,169.59,TRZC,3
0,blsa,11,212.27,TRZC,3
0,rgba,12,213.71,TRZC,3
0,rexposure,13,226.04,TRZC,5
0,rhia,14,268.17,TRZC,5
0,bda,15,270.48,TRZC,5
0,blsa,16,276.2,TRZC,5
0,rgba,17,286.46,TRZC,5
0,rpushout,18,289.32,TRZC,6
0,blsa,19,304.11,TRZC,6
0,rgba,20,305.41,TRZC,6
0,bhoa,21,329.84,TRZC,6
0,bda,22,334.26,TRZC,6
0,rgba,23,336.52,TRZC,6
0,rexposure,24,348.71,TRZC,8
0,bpassive,1,31.38,TWGR,0
0,bhia,2,37.0,TWGR,0
0,rgba,3,38.71,TWGR,0
0,rhia,4,47.38,TWGR,0
0,bgba,5,50.08,TWGR,0
0,rhic2,6,64.46,TWGR,2
0,rleglace,7,67.18,TWGR,4
0,rleglace,8,71.75,TWGR,6
0,rleglace,9,78.47,TWGR,8
0,rleglace,10,82.23,TWGR,10
0,rlsa,1,23.57,TX0N,0
0,bgba,2,25.33,TX0N,0
0,rlsc2,3,41.29,TX0N,2
0,rda,4,68.03,TX0N,2
0,rdc2,5,69.52,TX0N,4
0,rgut,6,71.61,TX0N,6
0,bhia,7,74.19,TX0N,6
0,rgba,8,76.0,TX0N,6
1,bpushout,9,81.44,TX0N,6
1,bhia,10,99.79,TX0N,6
1,rgba,11,100.77,TX0N,6
1,rexposure,12,112.51,TX0N,8
1,rhia,13,122.96,TX0N,8
1,bgba,14,125.17,TX0N,8
1,rhic2,15,138.43,TX0N,10
1,rgut,16,151.28,TX0N,12
0,bgba,1,16.54,TYKC,0
2,bgbc,2,27.76,TYKC,0
4,bgut,3,34.72,TYKC,0
4,bgba,4,57.5,TYKC,0
5,bpushout,5,57.5,TYKC,0
5,rlsa,6,72.07,TYKC,0
5,bta,7,73.94,TYKC,0
9,btc4,8,75.19,TYKC,0
0,bhia,1,3.09,TYXB,0
0,bgba,2,13.77,TYXB,0
2,bgbc,3,41.66,TYXB,0
4,bgut,4,44.74,TYXB,0
4,bhia,5,65.89,TYXB,0
4,rgba,6,67.06,TYXB,0
4,bhia,7,87.69,TYXB,0
4,rgba,8,89.71,TYXB,0
6,bhic2,9,94.27,TYXB,0
6,rhia,10,113.74,TYXB,0
6,bgba,11,116.96,TYXB,0
6,bhia,12,138.83,TYXB,0
6,bgba,13,141.26,TYXB,0
8,bgbc,14,142.79,TYXB,0
10,bgut,15,149.28,TYXB,0
0,rgba,1,6.27,U1LC,0
0,rexposure,2,8.35,U1LC,2
0,rta,3,13.01,U1LC,2
0,rtc4,4,15.34,U1LC,6
0,rgba,5,23.03,U1LC,6
0,rexposure,6,32.04,U1LC,8
0,rexposure,7,33.34,U1LC,10
0,rta,1,9.06,U53R,0
0,rtc4,2,17.41,U53R,4
0,bhia,3,51.67,U53R,4
0,rgba,4,52.85,U53R,4
2,bhic2,5,54.77,U53R,4
2,rhia,6,94.49,U53R,4
2,bgba,7,96.55,U53R,4
2,rhic2,8,105.29,U53R,6
2,rleglace,9,114.11,U53R,8
2,bhia,10,144.28,U53R,8
2,rhic2,11,147.35,U53R,10
2,rhia,12,150.52,U53R,10
2,bhia,13,151.6,U53R,10
2,rlsa,14,155.07,U53R,10
2,rgba,15,158.0,U53R,10
2,rhia,16,185.85,U53R,10
2,bgba,17,188.3,U53R,10
2,rhic2,18,190.7,U53R,12
0,bhoa,1,46.69,U5JV,0
0,rhoa,2,52.98,U5JV,0
0,rpassive,3,58.14,U5JV,0
0,bhoa,4,73.92,U5JV,0
1,bpushout,5,78.44,U5JV,0
1,rgba,6,109.29,U5JV,0
1,bgba,7,129.92,U5JV,0
1,rda,8,161.21,U5JV,0
1,rhia,9,185.46,U5JV,0
1,bgba,10,186.98,U5JV,0
1,bhia,11,204.46,U5JV,0
1,rgba,12,207.0,U5JV,0
3,bhic2,13,213.73,U5JV,0
3,rhia,14,221.42,U5JV,0
3,rhia,15,239.95,U5JV,0
3,bgba,16,241.32,U5JV,0
3,bda,17,268.09,U5JV,0
7,bdc4,18,274.51,U5JV,0
7,rrecovery,19,277.82,U5JV,1
8,brecovery,20,289.92,U5JV,1
9,rtv1,21,289.92,U5JV,1
9,rrecovery,22,289.92,U5JV,2
9,rhia,23,315.41,U5JV,2
9,bgba,24,317.22,U5JV,2
11,bexposure,25,321.26,U5JV,2
13,bexposure,26,346.09,U5JV,2
0,rhia,1,12.63,U72K,0
0,rhic2,2,16.23,U72K,2
0,rlsa,3,42.91,U72K,2
0,rgba,4,63.12,U72K,2
0,bgba,5,64.59,U72K,2
0,rgbc,6,68.27,U72K,4
0,bhoa,1,9.8,U87C,0
0,rgba,2,10.91,U87C,0
0,rexposure,3,14.13,U87C,2
0,rgut,4,25.07,U87C,4
0,rgut,5,27.04,U87C,6
0,rgut,6,32.79,U87C,8
0,rgut,7,44.35,U87C,10
0,rhia,1,4.44,UA6D,0
0,rgba,2,6.96,UA6D,0
0,rta,3,8.39,UA6D,0
0,rtc4,4,9.6,UA6D,4
0,rgut,5,12.7,UA6D,6
0,rgut,6,14.95,UA6D,8
0,rgut,7,16.75,UA6D,10
0,blsa,1,12.93,UAPO,0
2,blsc2,2,15.48,UAPO,0
2,blsa,3,96.54,UAPO,0
2,rgba,4,97.7,UAPO,0
3,bpushout,5,104.38,UAPO,0
3,rpassive,6,104.38,UAPO,0
3,rhia,7,138.82,UAPO,0
3,bhia,8,189.54,UAPO,0
3,rhia,9,250.84,UAPO,0
3,bpassive,10,275.14,UAPO,0
3,rhia,11,304.05,UAPO,0
3,blsa,12,316.42,UAPO,0
3,rgba,13,318.87,UAPO,0
3,rhia,14,350.57,UAPO,0
3,bgba,15,352.14,UAPO,0
0,rta,1,26.73,UAUW,0
0,rpushout,2,29.68,UAUW,1
0,bta,3,30.84,UAUW,1
0,rgba,4,32.08,UAUW,1
0,bta,5,53.2,UAUW,1
2,btc2,6,54.87,UAUW,1
4,bgut,7,57.46,UAUW,1
6,bgut,8,66.21,UAUW,1
8,bgut,9,68.49,UAUW,1
8,bda,10,74.1,UAUW,1
12,bdc4,11,76.61,UAUW,1
0,blsa,1,45.59,UK7H,0
2,blsc2,2,47.06,UK7H,0
2,rhia,3,71.01,UK7H,0
2,rlsa,4,89.69,UK7H,0
3,bpushout,5,122.41,UK7H,0
3,blsa,6,153.04,UK7H,0
3,rhia,7,160.8,UK7H,0
3,bgba,8,163.1,UK7H,0
5,bgbc,9,166.25,UK7H,0
7,bgut,10,172.51,UK7H,0
7,blsa,11,191.6,UK7H,0
9,blsc2,12,193.15,UK7H,0
11,bleglace,13,194.6,UK7H,0
0,rgba,1,4.77,UODV,0
0,rgbc,2,7.14,UODV,2
0,rturn,3,11.88,UODV,4
0,rda,1,48.6,UOYX,0
0,rdc2,2,50.32,UOYX,2
0,bhia,3,107.05,UOYX,2
0,bhoa,4,130.07,UOYX,2
0,rgba,5,131.13,UOYX,2
2,bhoc2,6,159.39,UOYX,2
2,rhia,7,220.13,UOYX,2
2,rhic2,8,220.95,UOYX,4
2,rleglace,9,234.43,UOYX,6
2,rleglace,10,236.34,UOYX,8
2,rleglace,11,237.53,UOYX,10
2,rleglace,12,239.94,UOYX,12
0,rlsa,1,5.4,UP59,0
0,bgba,2,6.26,UP59,0
0,rlsc2,3,9.73,UP59,2
0,rgut,4,16.51,UP59,4
0,bda,5,29.73,UP59,4
0,rgba,6,32.0,UP59,4
0,rta,7,34.53,UP59,4
0,rtc4,8,35.5,UP59,8
1,brecovery,9,36.56,UP59,8
1,bda,10,46.52,UP59,8
1,rgba,11,48.0,UP59,8
1,rgbc,12,51.53,UP59,10
1,rgut,13,58.16,UP59,12
0,blsa,1,15.3,UPPC,0
0,rgba,2,16.59,UPPC,0
2,blsc2,3,21.46,UPPC,0
2,bhia,4,52.93,UPPC,0
2,bhoa,5,56.79,UPPC,0
2,rexposure,6,61.02,UPPC,2
4,bhoc2,7,61.02,UPPC,2
4,bta,8,90.29,UPPC,2
6,btc2,9,94.57,UPPC,2
6,bhia,10,194.18,UPPC,2
8,bhic2,11,196.41,UPPC,2
8,rhoa,12,231.49,UPPC,2
8,bgba,13,233.61,UPPC,2
8,rgba,14,250.05,UPPC,2
8,blsa,15,272.16,UPPC,2
8,rlsa,16,298.18,UPPC,2
8,bgba,17,298.96,UPPC,2
8,rpushout,18,304.07,UPPC,3
8,bhia,19,319.48,UPPC,3
8,rda,20,339.84,UPPC,3
8,bgba,21,341.74,UPPC,3
10,bgbc,22,346.48,UPPC,3
0,bpassive,1,35.7,UPQN,0
0,bhia,2,40.3,UPQN,0
0,rgba,3,41.78,UPQN,0
0,rgbc,4,44.19,UPQN,2
0,bhia,5,96.71,UPQN,2
0,rgba,6,98.19,UPQN,2
0,rpassive,7,160.33,UPQN,2
0,rhia,8,186.79,UPQN,2
0,bgba,9,187.78,UPQN,2
0,rhic2,10,190.46,UPQN,4
0,bda,11,193.11,UPQN,4
0,rgba,12,196.14,UPQN,4
0,rlsa,13,199.94,UPQN,4
0,rgba,14,234.76,UPQN,4
0,rgbc,15,236.03,UPQN,6
0,rgba,16,298.03,UPQN,6
0,rgba,17,311.27,UPQN,6
0,rta,18,312.62,UPQN,6
0,rgbc,19,324.97,UPQN,8
0,rgba,20,356.25,UPQN,8
0,rgbc,21,357.8,UPQN,10
0,rgba,1,9.46,UWOW,0
0,rexposure,2,15.31,UWOW,2
0,rhia,3,30.4,UWOW,2
0,bhoa,4,49.94,UWOW,2
0,rgba,5,50.94,UWOW,2
0,rgbc,6,58.21,UWOW,4
0,rgut,7,61.71,UWOW,6
0,rgut,8,70.88,UWOW,8
0,rgut,9,73.47,UWOW,10
0,btv1,10,74.84,UWOW,11
0,bhia,1,9.58,UWTE,0
0,bta,2,22.41,UWTE,0
0,rgba,3,23.63,UWTE,0
0,rgbc,4,24.46,UWTE,2
0,rta,5,33.99,UWTE,2
0,bgba,6,35.47,UWTE,2
2,bgbc,7,36.23,UWTE,2
0,rhia,1,1.8199999999999998,V1I0,0
0,bgba,2,3.05,V1I0,0
0,rhic2,3,5.63,V1I0,2
0,rleglace,4,7.53,V1I0,4
0,rleglace,5,9.09,V1I0,6
0,rleglace,6,10.02,V1I0,8
0,rleglace,7,10.88,V1I0,10
0,rhia,1,14.55,V3S4,0
0,bgba,2,16.8,V3S4,0
2,bexposure,3,20.52,V3S4,0
4,bgut,4,31.01,V3S4,0
6,bgut,5,38.44,V3S4,0
6,rda,6,64.35,V3S4,0
6,bgba,7,65.79,V3S4,0
8,bexposure,8,70.46,V3S4,0
10,bexposure,9,78.36,V3S4,0
0,bda,1,15.06,V8TQ,0
0,rgba,2,16.8,V8TQ,0
4,bdc4,3,23.45,V8TQ,0
6,bturn,4,27.72,V8TQ,0
8,bturn,5,34.81,V8TQ,0
0,rgba,1,7.38,VBIY,0
0,rhia,2,14.19,VBIY,0
0,bgba,3,15.56,VBIY,0
0,rpushout,4,18.85,VBIY,1
0,bhia,5,35.18,VBIY,1
0,rgba,6,39.44,VBIY,1
0,rpushout,7,41.74,VBIY,2
0,bhoa,8,60.25,VBIY,2
0,rgba,9,62.01,VBIY,2
0,rgbc,10,62.7,VBIY,4
1,bpushout,11,130.34,VBIY,4
1,bhia,12,135.24,VBIY,4
3,bhic2,13,136.12,VBIY,4
5,bleglace,14,139.09,VBIY,4
5,rda,15,155.04,VBIY,4
5,bgba,16,157.28,VBIY,4
7,bgbc,17,157.95,VBIY,4
7,rhia,18,193.7,VBIY,4
7,rhia,19,194.71,VBIY,4
7,bgba,20,195.86,VBIY,4
9,bexposure,21,198.07,VBIY,4
9,bhia,22,230.15,VBIY,4
9,rgba,23,233.81,VBIY,4
13,bhic4,24,236.11,VBIY,4
15,bleglace,25,241.34,VBIY,4
0,rhia,1,2.52,VE0Q,0
0,rda,2,40.97,VE0Q,0
0,bgba,3,42.54,VE0Q,0
0,bpassive,4,61.69,VE0Q,0
0,rhoa,5,78.21,VE0Q,0
0,bhia,6,87.07,VE0Q,0
0,rgba,7,88.43,VE0Q,0
1,bpushout,8,98.63,VE0Q,0
1,rpassive,9,129.12,VE0Q,0
1,bhia,10,136.29,VE0Q,0
1,rlsa,11,147.51,VE0Q,0
1,rda,12,148.43,VE0Q,0
1,bgba,13,149.96,VE0Q,0
1,bda,14,188.7,VE0Q,0
1,rda,15,191.99,VE0Q,0
1,rda,16,208.22,VE0Q,0
1,bgba,17,209.91,VE0Q,0
1,blsa,18,243.72,VE0Q,0
1,bpassive,19,250.82,VE0Q,0
1,rda,20,264.57,VE0Q,0
1,bgba,21,266.95,VE0Q,0
3,bgbc,22,269.33,VE0Q,0
3,rda,23,292.1,VE0Q,0
3,bgba,24,293.55,VE0Q,0
5,bgbc,25,295.19,VE0Q,0
5,rlsa,26,309.82,VE0Q,0
5,bgba,27,311.2,VE0Q,0
5,rhia,28,320.64,VE0Q,0
5,bgba,29,322.48,VE0Q,0
5,rda,30,326.58,VE0Q,0
5,bgba,31,327.88,VE0Q,0
5,rlsa,32,346.69,VE0Q,0
5,rgba,33,351.51,VE0Q,0
0,bda,1,13.5,VE2B,0
2,bdc2,2,14.43,VE2B,0
2,rgba,3,57.62,VE2B,0
2,rgbc,4,59.43,VE2B,2
2,rgut,5,61.54,VE2B,4
2,rgba,6,92.53,VE2B,4
2,btv1,7,94.93,VE2B,5
2,bhoa,8,161.46,VE2B,5
2,rgba,9,163.33,VE2B,5
2,rpushout,10,174.81,VE2B,6
2,rhia,11,196.48,VE2B,6
2,bgba,12,198.28,VE2B,6
2,rhic4,13,207.71,VE2B,10
2,bhoa,14,216.96,VE2B,10
4,bhoc2,15,218.11,VE2B,10
4,bda,16,234.27,VE2B,10
4,rgba,17,236.49,VE2B,10
6,bdc2,18,237.96,VE2B,10
6,bhia,19,263.5,VE2B,10
6,bhoa,20,268.01,VE2B,10
6,rgba,21,270.33,VE2B,10
6,rgbc,22,272.21,VE2B,12
6,bda,23,317.66,VE2B,12
6,rgba,24,318.96,VE2B,12
6,bda,25,345.67,VE2B,12
6,rgba,26,347.27,VE2B,12
7,bpushout,27,348.51,VE2B,12
0,bhoa,1,12.84,VEIX,0
0,rhia,2,26.37,VEIX,0
0,bgba,3,28.91,VEIX,0
0,rhic2,4,30.26,VEIX,2
0,rgut,5,42.83,VEIX,4
0,rleglace,6,49.65,VEIX,6
0,rleglace,7,52.36,VEIX,8
0,rleglace,8,55.34,VEIX,10
1,bpushout,1,41.22,VGUJ,0
2,bpushout,2,64.97,VGUJ,0
2,bhia,3,109.25,VGUJ,0
2,rgba,4,111.38,VGUJ,0
3,bpushout,5,112.15,VGUJ,0
3,rlsa,6,162.23,VGUJ,0
3,bgba,7,163.21,VGUJ,0
3,rpushout,8,164.22,VGUJ,1
3,bgba,9,199.63,VGUJ,1
3,rhia,10,268.04,VGUJ,1
3,rgba,11,271.79,VGUJ,1
